|TABLE_NAME                         |COLUMN_ID|COLUMN_NAME                           |DATA_TYPE      |DATA_LENGTH|DATA_PRECISION|DATA_SCALE|NULLABLE|DATA_DEFAULT                         |
|LOGMNR_COL$                        |7        |SCALE                                 |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |8        |NULL$                                 |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |9        |INTCOL#                               |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |10       |PROPERTY                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |11       |CHARSETID                             |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |12       |CHARSETFORM                           |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |13       |SPARE1                                |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |14       |SPARE2                                |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |15       |OBJ#                                  |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNR_COL$                        |16       |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |17       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |18       |COLLID                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |19       |COLLINTCOL#                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COL$                        |20       |ACDRRESCOL#                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |1        |COL#                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |2        |INTCOL#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |3        |TOID                                  |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |4        |VERSION#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |5        |PACKED                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |6        |INTCOLS                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |7        |INTCOL#S                              |RAW            |2.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |8        |FLAGS                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |9        |TYPIDCOL#                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |10       |SYNOBJ#                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |11       |OBJ#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |12       |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_COLTYPE$                    |13       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_CON$                        |1        |OWNER#                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CON$                        |2        |NAME                                  |VARCHAR2       |384        |              |          |N       |[BLOB[]]                             |
|LOGMNR_CON$                        |3        |CON#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CON$                        |4        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_CON$                        |5        |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_CON$                        |6        |START_SCNBAS                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_CON$                        |7        |START_SCNWRP                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |1        |OBJ#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |2        |CON_ID#                               |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |3        |DBID                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |4        |CON_UID                               |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |5        |CREATE_SCNWRP                         |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |6        |CREATE_SCNBAS                         |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |7        |FLAGS                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |8        |STATUS                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |9        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |10       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |11       |VSN                                   |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_CONTAINER$                  |12       |FED_ROOT_CON_ID#                      |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |1        |LOGMNR_UID                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |2        |OBJ#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |3        |COMMIT_SCN                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |4        |DROP_SCN                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |5        |SEQ_FLAGS                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |6        |OWNER#                                |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |7        |OWNERNAME                             |VARCHAR2       |384        |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |8        |OBJNAME                               |VARCHAR2       |384        |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |9        |SEQCACHE                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |10       |SEQINC                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |11       |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |12       |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |13       |SPARE3                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SEQ_GG                     |14       |SPARE4                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SHARD_TS                   |1        |LOGMNR_UID                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SHARD_TS                   |2        |TABLESPACE_NAME                       |VARCHAR2       |90         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SHARD_TS                   |3        |CHUNK_NUMBER                          |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SHARD_TS                   |4        |START_SCN                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_SHARD_TS                   |5        |DROP_SCN                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SHARD_TS                   |6        |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SHARD_TS                   |7        |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_SHARD_TS                   |8        |SPARE3                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TS                         |1        |LOGMNR_UID                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_TS                         |2        |TS#                                   |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNRC_TS                         |3        |NAME                                  |VARCHAR2       |90         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TS                         |4        |START_SCN                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_TS                         |5        |DROP_SCN                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TS                         |6        |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TS                         |7        |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TS                         |8        |SPARE3                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TSPART                     |1        |LOGMNR_UID                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_TSPART                     |2        |OBJ#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_TSPART                     |3        |TS#                                   |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_TSPART                     |4        |START_SCN                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_TSPART                     |5        |DROP_SCN                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TSPART                     |6        |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TSPART                     |7        |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_TSPART                     |8        |SPARE3                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_USER                       |1        |LOGMNR_UID                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_USER                       |2        |USER#                                 |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNRC_USER                       |3        |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_USER                       |4        |NAME                                  |VARCHAR2       |384        |              |          |N       |[BLOB[]]                             |
|LOGMNRC_USER                       |5        |START_SCN                             |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRC_USER                       |6        |DROP_SCN                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_USER                       |7        |SPARE1_C                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_USER                       |8        |SPARE2_C                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRC_USER                       |9        |SPARE3_C                              |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |1        |DB_NAME                               |VARCHAR2       |27         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |2        |DB_ID                                 |NUMBER         |22         |20            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |3        |DB_CREATED                            |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |4        |DB_DICT_CREATED                       |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |5        |DB_DICT_SCN                           |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |6        |DB_THREAD_MAP                         |RAW            |8          |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |7        |DB_TXN_SCNBAS                         |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |8        |DB_TXN_SCNWRP                         |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |9        |DB_RESETLOGS_CHANGE#                  |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |10       |DB_RESETLOGS_TIME                     |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |11       |DB_VERSION_TIME                       |VARCHAR2       |20         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |12       |DB_REDO_TYPE_ID                       |VARCHAR2       |8          |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |13       |DB_REDO_RELEASE                       |VARCHAR2       |60         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |14       |DB_CHARACTER_SET                      |VARCHAR2       |192        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |15       |DB_VERSION                            |VARCHAR2       |240        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |16       |DB_STATUS                             |VARCHAR2       |240        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |17       |DB_GLOBAL_NAME                        |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |18       |DB_DICT_MAXOBJECTS                    |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |19       |DB_DICT_OBJECTCOUNT                   |NUMBER         |22         |22            |0         |N       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |20       |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |21       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |22       |PDB_NAME                              |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |23       |PDB_ID                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |24       |PDB_UID                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |25       |PDB_DBID                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |26       |PDB_GUID                              |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |27       |PDB_CREATE_SCN                        |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |28       |PDB_COUNT                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |29       |PDB_GLOBAL_NAME                       |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTIONARY$                 |30       |FED_ROOT_CON_ID#                      |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |1        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |2        |START_SCNBAS                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |3        |START_SCNWRP                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |4        |END_SCNBAS                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |5        |END_SCNWRP                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |6        |REDO_THREAD                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |7        |RBASQN                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |8        |RBABLK                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |9        |RBABYTE                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DICTSTATE$                  |10       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_DID$                        |1        |SESSION#                              |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNR_DID$                        |2        |LOGMNR_DID                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DID$                        |3        |FLAGS                                 |NUMBER         |22         |              |          |Y       |"0"                                  |
|LOGMNR_DID$                        |4        |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DID$                        |5        |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DID$                        |6        |SPARE3                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_DID$                        |7        |SPARE4                                |TIMESTAMP(6)   |11         |              |6         |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |1        |OBJ#                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |2        |OWNER#                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |3        |ENCALG                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |4        |INTALG                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |5        |COLKLC                                |RAW            |2.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |6        |KLCLEN                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |7        |FLAG                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |8        |MKEYID                                |VARCHAR2       |192        |              |          |N       |[BLOB[]]                             |
|LOGMNR_ENC$                        |9        |LOGMNR_UID                            |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_ENC$                        |10       |LOGMNR_FLAGS                          |NUMBER         |22         |22            |0         |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |1        |SESSION#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |2        |TIME_OF_ERROR                         |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |3        |CODE                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |4        |MESSAGE                               |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |5        |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |6        |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |7        |SPARE3                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |8        |SPARE4                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_ERROR$                      |9        |SPARE5                                |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |1        |SESSION#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |2        |FILTER_TYPE                           |VARCHAR2       |30         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |3        |ATTR1                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |4        |ATTR2                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |5        |ATTR3                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |6        |ATTR4                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |7        |ATTR5                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |8        |ATTR6                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |9        |FILTER_SCN                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |10       |SPARE1                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |11       |SPARE2                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |12       |SPARE3                                |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |13       |ATTR7                                 |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |14       |ATTR8                                 |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |15       |ATTR9                                 |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |16       |ATTR10                                |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_FILTER$                     |17       |ATTR11                                |VARCHAR2       |128        |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |1        |LOGMNR_UID                            |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |2        |OBJ#                                  |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |3        |OBJV#                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |4        |SEGCOL#                               |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |5        |INTCOL#                               |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |6        |COLNAME                               |VARCHAR2       |384        |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |7        |TYPE#                                 |NUMBER         |22         |              |          |N       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |8        |LENGTH                                |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |9        |PRECISION                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |10       |SCALE                                 |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |11       |INTERVAL_LEADING_PRECISION            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |12       |INTERVAL_TRAILING_PRECISION           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |13       |PROPERTY                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |14       |TOID                                  |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |15       |CHARSETID                             |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |16       |CHARSETFORM                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |17       |TYPENAME                              |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |18       |FQCOLNAME                             |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |19       |NUMINTCOLS                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |20       |NUMATTRS                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |21       |ADTORDER                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |22       |LOGMNR_SPARE1                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |23       |LOGMNR_SPARE2                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |24       |LOGMNR_SPARE3                         |VARCHAR2       |1.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |25       |LOGMNR_SPARE4                         |DATE           |7          |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |26       |LOGMNR_SPARE5                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |27       |LOGMNR_SPARE6                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |28       |LOGMNR_SPARE7                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |29       |LOGMNR_SPARE8                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |30       |LOGMNR_SPARE9                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |31       |COL#                                  |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |32       |XTYPESCHEMANAME                       |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |33       |XTYPENAME                             |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |34       |XFQCOLNAME                            |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |35       |XTOPINTCOL                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |36       |XREFFEDTABLEOBJN                      |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |37       |XREFFEDTABLEOBJV                      |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |38       |XCOLTYPEFLAGS                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |39       |XOPQTYPETYPE                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |40       |XOPQTYPEFLAGS                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |41       |XOPQLOBINTCOL                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |42       |XOPQOBJINTCOL                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |43       |XXMLINTCOL                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |44       |EAOWNER#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |45       |EAMKEYID                              |VARCHAR2       |192        |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |46       |EAENCALG                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |47       |EAINTALG                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |48       |EACOLKLC                              |RAW            |2.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |49       |EAKLCLEN                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |50       |EAFLAGS                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNRGGC_GTCS                     |51       |LOGMNRDERIVEDFLAGS                    |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
